matchName,name,tAmount,seatFill,tCapacity,winAmount,cPublishTime,profit,created,matchPTime,realMTime
Singapore vs Nepal,Hot Cake III,12.0,70,70,975.0,2019-10-01 14:41:50,-135.0,2019-10-01 14:41:50,2019-09-30 23:10:17,2019-10-02 17:30:00
Singapore vs Nepal,Hot Cake II,35.0,40,40,1415.0,2019-10-01 14:39:25,-15.0,2019-10-01 14:39:25,2019-09-30 23:10:17,2019-10-02 17:30:00
Singapore vs Nepal,Champion's Blast,56.0,213,250,12245.0,2019-10-01 09:08:25,-317.0,2019-10-01 09:08:25,2019-09-30 23:10:17,2019-10-02 17:30:00
Singapore vs Nepal,Grab The Piece,10.0,352,750,2900.0,2019-10-01 08:52:43,620.0,2019-10-01 08:52:43,2019-09-30 23:10:17,2019-10-02 17:30:00
Singapore vs Nepal,Hot Cake I,25.0,12,12,325.0,2019-10-01 14:35:25,-25.0,2019-10-01 14:35:25,2019-09-30 23:10:17,2019-10-02 17:30:00
Singapore vs Nepal,Spicy Battle Extra,45.0,40,40,1550.0,2019-10-01 14:27:43,250.0,2019-10-01 14:27:43,2019-09-30 23:10:17,2019-10-02 17:30:00
Singapore vs Nepal,Spicy Battle,45.0,40,40,1550.0,2019-10-01 14:27:40,250.0,2019-10-01 14:27:40,2019-09-30 23:10:17,2019-10-02 17:30:00
Trinbago Knight Riders vs Barbados Tridents,Spicy Battle,45.0,40,40,1550.0,2019-10-02 14:05:04,250.0,2019-10-02 14:05:04,2019-09-30 23:10:17,2019-10-03 05:00:00
Trinbago Knight Riders vs Barbados Tridents,Grab The Piece,10.0,677,750,2900.0,2019-10-02 01:44:11,3870.0,2019-10-02 01:44:11,2019-09-30 23:10:17,2019-10-03 05:00:00
Trinbago Knight Riders vs Barbados Tridents,Hot Cake III,12.0,70,70,975.0,2019-10-02 14:24:25,-135.0,2019-10-02 14:24:25,2019-09-30 23:10:17,2019-10-03 05:00:00
Trinbago Knight Riders vs Barbados Tridents,Hot Cake II,35.0,40,40,1415.0,2019-10-02 14:24:20,-15.0,2019-10-02 14:24:20,2019-09-30 23:10:17,2019-10-03 05:00:00
Trinbago Knight Riders vs Barbados Tridents,Hot Cake I,25.0,12,12,325.0,2019-10-02 14:24:16,-25.0,2019-10-02 14:24:16,2019-09-30 23:10:17,2019-10-03 05:00:00
Trinbago Knight Riders vs Barbados Tridents,Spicy Battle II,45.0,40,40,1550.0,2019-10-02 14:10:28,250.0,2019-10-02 14:10:28,2019-09-30 23:10:17,2019-10-03 05:00:00
Trinbago Knight Riders vs Barbados Tridents,Spicy Battle Extra,45.0,40,40,1550.0,2019-10-02 14:08:09,250.0,2019-10-02 14:08:09,2019-09-30 23:10:17,2019-10-03 05:00:00
Singapore vs Zimbabwe,Hot Cake III,12.0,70,70,975.0,2019-10-02 14:25:01,-135.0,2019-10-02 14:25:01,2019-09-30 23:10:17,2019-10-03 17:30:00
Singapore vs Zimbabwe,Hot Cake II,35.0,40,40,1415.0,2019-10-02 14:24:58,-15.0,2019-10-02 14:24:58,2019-09-30 23:10:17,2019-10-03 17:30:00
Singapore vs Zimbabwe,Grab The Piece,10.0,448,750,2900.0,2019-10-01 09:13:08,1580.0,2019-10-01 09:13:08,2019-09-30 23:10:17,2019-10-03 17:30:00
Singapore vs Zimbabwe,Hot Cake I,25.0,12,12,325.0,2019-10-02 14:24:54,-25.0,2019-10-02 14:24:54,2019-09-30 23:10:17,2019-10-03 17:30:00
Singapore vs Zimbabwe,Champion's Blast,56.0,250,250,12245.0,2019-10-01 09:12:55,1755.0,2019-10-01 09:12:55,2019-09-30 23:10:17,2019-10-03 17:30:00
Singapore vs Zimbabwe,Spicy Battle Extra,45.0,40,40,1550.0,2019-10-02 14:08:11,250.0,2019-10-02 14:08:11,2019-09-30 23:10:17,2019-10-03 17:30:00
Singapore vs Zimbabwe,Spicy Battle,45.0,40,40,1550.0,2019-10-02 14:05:11,250.0,2019-10-02 14:05:11,2019-09-30 23:10:17,2019-10-03 17:30:00
Guyana Amazon Warriors vs Jamaica Tallawahs,Champion's Blast,56.0,250,250,12245.0,2019-10-02 15:59:55,1755.0,2019-10-02 15:59:55,2019-09-30 23:10:17,2019-10-04 04:00:00
Guyana Amazon Warriors vs Jamaica Tallawahs,Grab The Piece,10.0,537,750,2900.0,2019-10-02 01:44:15,2470.0,2019-10-02 01:44:15,2019-09-30 23:10:17,2019-10-04 04:00:00
Guyana Amazon Warriors vs Jamaica Tallawahs,Hot Cake II,35.0,40,40,1415.0,2019-10-03 14:15:20,-15.0,2019-10-03 14:15:20,2019-09-30 23:10:17,2019-10-04 04:00:00
Guyana Amazon Warriors vs Jamaica Tallawahs,Hot Cake I,25.0,12,12,325.0,2019-10-03 14:15:18,-25.0,2019-10-03 14:15:18,2019-09-30 23:10:17,2019-10-04 04:00:00
Guyana Amazon Warriors vs Jamaica Tallawahs,Spicy Battle Extra,45.0,40,40,1550.0,2019-10-03 14:05:37,250.0,2019-10-03 14:05:37,2019-09-30 23:10:17,2019-10-04 04:00:00
Guyana Amazon Warriors vs Jamaica Tallawahs,Spicy Battle,45.0,40,40,1550.0,2019-10-03 14:01:36,250.0,2019-10-03 14:01:36,2019-09-30 23:10:17,2019-10-04 04:00:00
Guyana Amazon Warriors vs Jamaica Tallawahs,Hot Cake III,12.0,70,70,975.0,2019-10-03 14:15:24,-135.0,2019-10-03 14:15:24,2019-09-30 23:10:17,2019-10-04 04:00:00
India Women vs South Africa Women,Grab The Piece,10.0,514,750,2900.0,2019-10-02 01:44:19,2240.0,2019-10-02 01:44:19,2019-09-30 23:10:17,2019-10-04 19:30:00
India Women vs South Africa Women,Spicy Battle Extra,45.0,40,40,1550.0,2019-10-03 14:04:58,250.0,2019-10-03 14:04:58,2019-09-30 23:10:17,2019-10-04 19:30:00
India Women vs South Africa Women,Spicy Battle,45.0,40,40,1550.0,2019-10-03 14:01:44,250.0,2019-10-03 14:01:44,2019-09-30 23:10:17,2019-10-04 19:30:00
India Women vs South Africa Women,Hot Cake III,12.0,70,70,975.0,2019-10-03 14:15:48,-135.0,2019-10-03 14:15:48,2019-09-30 23:10:17,2019-10-04 19:30:00
India Women vs South Africa Women,Hot Cake II,35.0,40,40,1415.0,2019-10-03 14:15:40,-15.0,2019-10-03 14:15:40,2019-09-30 23:10:17,2019-10-04 19:30:00
India Women vs South Africa Women,Hot Cake I,25.0,13,13,360.0,2019-10-03 14:15:36,-35.0,2019-10-03 14:15:36,2019-09-30 23:10:17,2019-10-04 19:30:00
Guyana Amazon Warriors vs Trinbago Knight Riders,Spicy Battle Extra,45.0,40,40,1550.0,2019-10-04 14:15:57,250.0,2019-10-04 14:15:57,2019-09-30 23:10:17,2019-10-05 06:00:00
Guyana Amazon Warriors vs Trinbago Knight Riders,Spicy Battle,45.0,40,40,1550.0,2019-10-04 14:13:41,250.0,2019-10-04 14:13:41,2019-09-30 23:10:17,2019-10-05 06:00:00
Guyana Amazon Warriors vs Trinbago Knight Riders,Hot Cake III,12.0,72,72,990.0,2019-10-04 14:22:42,-126.0,2019-10-04 14:22:42,2019-09-30 23:10:17,2019-10-05 06:00:00
Guyana Amazon Warriors vs Trinbago Knight Riders,Champion's Blast,56.0,250,250,12245.0,2019-10-03 19:30:21,1755.0,2019-10-03 19:30:21,2019-09-30 23:10:17,2019-10-05 06:00:00
Guyana Amazon Warriors vs Trinbago Knight Riders,Hot Cake II,35.0,40,40,1415.0,2019-10-04 14:22:33,-15.0,2019-10-04 14:22:33,2019-09-30 23:10:17,2019-10-05 06:00:00
Guyana Amazon Warriors vs Trinbago Knight Riders,Hot Cake I,25.0,12,12,325.0,2019-10-04 14:22:29,-25.0,2019-10-04 14:22:29,2019-09-30 23:10:17,2019-10-05 06:00:00
Guyana Amazon Warriors vs Trinbago Knight Riders,Mega Contest,15.0,300,300,3800.0,2019-10-03 02:10:46,700.0,2019-10-03 02:10:46,2019-09-30 23:10:17,2019-10-05 06:00:00
Guyana Amazon Warriors vs Trinbago Knight Riders,Grab The Piece,10.0,479,750,2900.0,2019-10-03 02:03:30,1890.0,2019-10-03 02:03:30,2019-09-30 23:10:17,2019-10-05 06:00:00
Pakistan vs Sri Lanka,Spicy Battle,45.0,40,40,1550.0,2019-10-04 14:13:52,250.0,2019-10-04 14:13:52,2019-09-30 23:10:19,2019-10-05 19:30:00
Pakistan vs Sri Lanka,Hot Cake III,12.0,70,70,975.0,2019-10-04 14:22:58,-135.0,2019-10-04 14:22:58,2019-09-30 23:10:19,2019-10-05 19:30:00
Pakistan vs Sri Lanka,Hot Cake II,35.0,40,40,1415.0,2019-10-04 14:22:54,-15.0,2019-10-04 14:22:54,2019-09-30 23:10:19,2019-10-05 19:30:00
Pakistan vs Sri Lanka,Hot Cake I,25.0,12,12,325.0,2019-10-04 14:22:50,-25.0,2019-10-04 14:22:50,2019-09-30 23:10:19,2019-10-05 19:30:00
Pakistan vs Sri Lanka,Champion's Blast,56.0,250,250,12245.0,2019-10-03 19:32:24,1755.0,2019-10-03 19:32:24,2019-09-30 23:10:19,2019-10-05 19:30:00
Pakistan vs Sri Lanka,Grab The Piece,10.0,677,1200,4100.0,2019-10-03 02:51:40,2670.0,2019-10-03 02:51:40,2019-09-30 23:10:19,2019-10-05 19:30:00
Pakistan vs Sri Lanka,Mega Contest,15.0,750,750,9610.0,2019-10-03 02:48:04,1640.0,2019-10-03 02:48:04,2019-09-30 23:10:19,2019-10-05 19:30:00
Pakistan vs Sri Lanka,Spicy Battle III,45.0,40,40,1550.0,2019-10-04 14:19:17,250.0,2019-10-04 14:19:17,2019-09-30 23:10:19,2019-10-05 19:30:00
Pakistan vs Sri Lanka,Spicy Battle Extra,45.0,40,40,1550.0,2019-10-04 14:16:07,250.0,2019-10-04 14:16:07,2019-09-30 23:10:19,2019-10-05 19:30:00
Oman vs Ireland,Spicy Battle,45.0,40,40,1550.0,2019-10-05 14:14:58,250.0,2019-10-05 14:14:58,2019-09-30 23:10:23,2019-10-06 11:30:00
Oman vs Ireland,Grab The Piece,10.0,416,750,2900.0,2019-10-04 03:25:53,1260.0,2019-10-04 03:25:53,2019-09-30 23:10:23,2019-10-06 11:30:00
Oman vs Ireland,Hot Cake III,12.0,70,70,975.0,2019-10-05 14:33:24,-135.0,2019-10-05 14:33:24,2019-09-30 23:10:23,2019-10-06 11:30:00
Oman vs Ireland,Hot Cake II,35.0,40,40,1415.0,2019-10-05 14:33:18,-15.0,2019-10-05 14:33:18,2019-09-30 23:10:23,2019-10-06 11:30:00
Oman vs Ireland,Hot Cake I,25.0,12,12,325.0,2019-10-05 14:33:06,-25.0,2019-10-05 14:33:06,2019-09-30 23:10:23,2019-10-06 11:30:00
Nepal vs Hong Kong,Spicy Battle,45.0,40,40,1550.0,2019-10-05 14:15:49,250.0,2019-10-05 14:15:49,2019-09-30 23:10:23,2019-10-06 16:00:00
Nepal vs Hong Kong,Grab The Piece,10.0,354,750,2900.0,2019-10-04 03:25:57,640.0,2019-10-04 03:25:57,2019-09-30 23:10:23,2019-10-06 16:00:00
Nepal vs Hong Kong,Hot Cake III,12.0,70,70,975.0,2019-10-05 14:33:44,-135.0,2019-10-05 14:33:44,2019-09-30 23:10:23,2019-10-06 16:00:00
Nepal vs Hong Kong,Hot Cake II,35.0,40,40,1415.0,2019-10-05 14:33:40,-15.0,2019-10-05 14:33:40,2019-09-30 23:10:23,2019-10-06 16:00:00
Nepal vs Hong Kong,Hot Cake I,25.0,12,12,325.0,2019-10-05 14:33:37,-25.0,2019-10-05 14:33:37,2019-09-30 23:10:23,2019-10-06 16:00:00
Netherlands vs Nepal,Hot Cake II,35.0,40,40,1415.0,2019-10-06 14:19:08,-15.0,2019-10-06 14:19:08,2019-09-30 23:10:24,2019-10-07 11:30:00
Netherlands vs Nepal,Hot Cake I,25.0,13,13,360.0,2019-10-06 14:19:01,-35.0,2019-10-06 14:19:01,2019-09-30 23:10:24,2019-10-07 11:30:00
Netherlands vs Nepal,Grab The Piece,10.0,383,750,2900.0,2019-10-05 03:37:55,930.0,2019-10-05 03:37:55,2019-09-30 23:10:24,2019-10-07 11:30:00
Netherlands vs Nepal,Spicy Battle,45.0,40,40,1550.0,2019-10-06 14:08:05,250.0,2019-10-06 14:08:05,2019-09-30 23:10:24,2019-10-07 11:30:00
Netherlands vs Nepal,Hot Cake III,12.0,70,70,975.0,2019-10-06 14:19:13,-135.0,2019-10-06 14:19:13,2019-09-30 23:10:24,2019-10-07 11:30:00
Hong Kong vs Ireland,Grab The Piece,10.0,397,750,2900.0,2019-10-05 03:37:51,1070.0,2019-10-05 03:37:51,2019-09-30 23:10:24,2019-10-07 16:00:00
Hong Kong vs Ireland,Hot Cake III,12.0,70,70,975.0,2019-10-06 14:19:37,-135.0,2019-10-06 14:19:37,2019-09-30 23:10:24,2019-10-07 16:00:00
Hong Kong vs Ireland,Hot Cake II,35.0,40,40,1415.0,2019-10-06 14:19:30,-15.0,2019-10-06 14:19:30,2019-09-30 23:10:24,2019-10-07 16:00:00
Hong Kong vs Ireland,Spicy Battle,45.0,40,40,1550.0,2019-10-06 14:08:16,250.0,2019-10-06 14:08:16,2019-09-30 23:10:24,2019-10-07 16:00:00
Hong Kong vs Ireland,Hot Cake I,25.0,12,12,325.0,2019-10-06 14:19:25,-25.0,2019-10-06 14:19:25,2019-09-30 23:10:24,2019-10-07 16:00:00
Pakistan vs Sri Lanka,Mega Contest,15.0,746,750,9610.0,2019-10-05 04:44:47,1580.0,2019-10-05 04:44:47,2019-09-30 23:10:24,2019-10-07 19:30:00
Pakistan vs Sri Lanka,Champion's Blast,56.0,250,250,12245.0,2019-10-05 16:30:45,1755.0,2019-10-05 16:30:45,2019-09-30 23:10:24,2019-10-07 19:30:00
Pakistan vs Sri Lanka,Hot Cake III,12.0,71,71,990.0,2019-10-06 14:19:50,-138.0,2019-10-06 14:19:50,2019-09-30 23:10:24,2019-10-07 19:30:00
Pakistan vs Sri Lanka,Hot Cake II,35.0,40,40,1415.0,2019-10-06 14:19:47,-15.0,2019-10-06 14:19:47,2019-09-30 23:10:24,2019-10-07 19:30:00
Pakistan vs Sri Lanka,Spicy Battle Extra,45.0,40,40,1550.0,2019-10-06 14:12:53,250.0,2019-10-06 14:12:53,2019-09-30 23:10:24,2019-10-07 19:30:00
Pakistan vs Sri Lanka,Hot Cake I,25.0,12,12,325.0,2019-10-06 14:19:42,-25.0,2019-10-06 14:19:42,2019-09-30 23:10:24,2019-10-07 19:30:00
Pakistan vs Sri Lanka,Spicy Battle,45.0,40,40,1550.0,2019-10-06 14:08:25,250.0,2019-10-06 14:08:25,2019-09-30 23:10:24,2019-10-07 19:30:00
Pakistan vs Sri Lanka,Grab The Piece,10.0,611,1200,4100.0,2019-10-05 05:53:07,2010.0,2019-10-05 05:53:07,2019-09-30 23:10:24,2019-10-07 19:30:00
India Women vs South Africa Women,Hot Cake II,35.0,40,40,1415.0,2019-10-08 14:38:51,-15.0,2019-10-08 14:38:51,2019-09-30 23:10:24,2019-10-09 09:30:00
India Women vs South Africa Women,Grab The Piece,10.0,465,750,2900.0,2019-10-07 13:26:49,1750.0,2019-10-07 13:26:49,2019-09-30 23:10:24,2019-10-09 09:30:00
India Women vs South Africa Women,Hot Cake I,25.0,12,12,325.0,2019-10-08 14:32:33,-25.0,2019-10-08 14:32:33,2019-09-30 23:10:24,2019-10-09 09:30:00
India Women vs South Africa Women,Spicy Battle Extra,45.0,40,40,1550.0,2019-10-08 14:24:30,250.0,2019-10-08 14:24:30,2019-09-30 23:10:24,2019-10-09 09:30:00
India Women vs South Africa Women,Spicy Battle,45.0,40,40,1550.0,2019-10-08 14:15:15,250.0,2019-10-08 14:15:15,2019-09-30 23:10:24,2019-10-09 09:30:00
India Women vs South Africa Women,Hot Cake III,12.0,70,70,975.0,2019-10-08 14:39:09,-135.0,2019-10-08 14:39:09,2019-09-30 23:10:24,2019-10-09 09:30:00
Pakistan vs Sri Lanka,Hot Cake I,25.0,12,12,325.0,2019-10-08 14:32:43,-25.0,2019-10-08 14:32:43,2019-09-30 23:10:24,2019-10-09 19:30:00
Pakistan vs Sri Lanka,Grab The Piece,10.0,734,1200,4100.0,2019-10-07 04:24:19,3240.0,2019-10-07 04:24:19,2019-09-30 23:10:24,2019-10-09 19:30:00
Pakistan vs Sri Lanka,Mega Contest,15.0,800,800,10160.0,2019-10-07 04:21:26,1840.0,2019-10-07 04:21:26,2019-09-30 23:10:24,2019-10-09 19:30:00
Pakistan vs Sri Lanka,Spicy Battle Extra,45.0,40,40,1550.0,2019-10-08 14:24:37,250.0,2019-10-08 14:24:37,2019-09-30 23:10:24,2019-10-09 19:30:00
Pakistan vs Sri Lanka,Spicy Battle,45.0,40,40,1550.0,2019-10-08 14:15:24,250.0,2019-10-08 14:15:24,2019-09-30 23:10:24,2019-10-09 19:30:00
Pakistan vs Sri Lanka,Hot Cake III,12.0,70,70,975.0,2019-10-08 14:40:46,-135.0,2019-10-08 14:40:46,2019-09-30 23:10:24,2019-10-09 19:30:00
Pakistan vs Sri Lanka,Champion's Blast,56.0,250,250,12245.0,2019-10-08 16:00:47,1755.0,2019-10-08 16:00:47,2019-09-30 23:10:24,2019-10-09 19:30:00
Pakistan vs Sri Lanka,Hot Cake II,35.0,40,40,1415.0,2019-10-08 14:39:52,-15.0,2019-10-08 14:39:52,2019-09-30 23:10:24,2019-10-09 19:30:00
India vs South Africa,Royal  Battle,90.0,99,99,8200.0,2019-10-09 14:23:04,710.0,2019-10-09 14:23:04,2019-09-30 23:10:24,2019-10-10 10:00:00
India vs South Africa,Champion's Blast,56.0,250,250,12245.0,2019-10-08 16:00:22,1755.0,2019-10-08 16:00:22,2019-09-30 23:10:24,2019-10-10 10:00:00
India vs South Africa,Grab The Piece,10.0,560,1200,4100.0,2019-10-08 03:48:41,1500.0,2019-10-08 03:48:41,2019-09-30 23:10:24,2019-10-10 10:00:00
India vs South Africa,Mega Contest,20.0,588,600,9525.0,2019-10-08 03:48:36,2235.0,2019-10-08 03:48:36,2019-09-30 23:10:24,2019-10-10 10:00:00
Netherlands vs Hong Kong,Hot Cake II,35.0,40,40,1415.0,2019-10-09 14:36:58,-15.0,2019-10-09 14:36:58,2019-09-30 23:10:24,2019-10-10 11:30:00
Netherlands vs Hong Kong,Hot Cake I,25.0,12,12,325.0,2019-10-09 14:35:48,-25.0,2019-10-09 14:35:48,2019-09-30 23:10:24,2019-10-10 11:30:00
Netherlands vs Hong Kong,Spicy Battle,45.0,40,40,1550.0,2019-10-09 14:24:29,250.0,2019-10-09 14:24:29,2019-09-30 23:10:24,2019-10-10 11:30:00
Netherlands vs Hong Kong,Grab The Piece,10.0,394,750,2900.0,2019-10-08 03:53:02,1040.0,2019-10-08 03:53:02,2019-09-30 23:10:24,2019-10-10 11:30:00
Netherlands vs Hong Kong,Hot Cake III,12.0,70,70,975.0,2019-10-09 14:37:03,-135.0,2019-10-09 14:37:03,2019-09-30 23:10:24,2019-10-10 11:30:00
Oman vs Nepal,Spicy Battle,45.0,40,40,1550.0,2019-10-09 14:25:37,250.0,2019-10-09 14:25:37,2019-09-30 23:10:24,2019-10-10 16:00:00
Oman vs Nepal,Hot Cake III,12.0,70,70,975.0,2019-10-09 14:37:50,-135.0,2019-10-09 14:37:50,2019-09-30 23:10:24,2019-10-10 16:00:00
Oman vs Nepal,Grab the Piece,10.0,421,750,2900.0,2019-10-08 03:56:39,1310.0,2019-10-08 03:56:39,2019-09-30 23:10:24,2019-10-10 16:00:00
Oman vs Nepal,Hot Cake II,35.0,40,40,1415.0,2019-10-09 14:37:47,-15.0,2019-10-09 14:37:47,2019-09-30 23:10:24,2019-10-10 16:00:00
Oman vs Nepal,Hot Cake I,25.0,12,12,325.0,2019-10-09 14:37:40,-25.0,2019-10-09 14:37:40,2019-09-30 23:10:24,2019-10-10 16:00:00
India Women vs South Africa Women,Spicy Battle,45.0,40,40,1550.0,2019-10-10 14:13:35,250.0,2019-10-10 14:13:35,2019-09-30 23:10:24,2019-10-11 09:30:00
India Women vs South Africa Women,Champion's Blast,56.0,232,250,12245.0,2019-10-10 12:51:57,747.0,2019-10-10 12:51:57,2019-09-30 23:10:24,2019-10-11 09:30:00
India Women vs South Africa Women,Hot Cake III,12.0,70,70,975.0,2019-10-10 14:37:09,-135.0,2019-10-10 14:37:09,2019-09-30 23:10:24,2019-10-11 09:30:00
India Women vs South Africa Women,Grab The Piece,10.0,357,750,2900.0,2019-10-09 02:46:28,670.0,2019-10-09 02:46:28,2019-09-30 23:10:24,2019-10-11 09:30:00
India Women vs South Africa Women,Hot Cake II,35.0,40,40,1415.0,2019-10-10 14:36:34,-15.0,2019-10-10 14:36:34,2019-09-30 23:10:24,2019-10-11 09:30:00
India Women vs South Africa Women,Hot Cake I,25.0,12,12,325.0,2019-10-10 14:36:21,-25.0,2019-10-10 14:36:21,2019-09-30 23:10:24,2019-10-11 09:30:00
India Women vs South Africa Women,Hot Cake II,35.0,40,40,1415.0,2019-10-13 14:31:22,-15.0,2019-10-13 14:31:22,2019-09-30 23:10:24,2019-10-14 09:30:00
India Women vs South Africa Women,Grab The Piece,10.0,621,750,2900.0,2019-10-12 03:09:06,3310.0,2019-10-12 03:09:06,2019-09-30 23:10:24,2019-10-14 09:30:00
India Women vs South Africa Women,Hot Cake I,25.0,12,12,325.0,2019-10-13 14:31:18,-25.0,2019-10-13 14:31:18,2019-09-30 23:10:24,2019-10-14 09:30:00
India Women vs South Africa Women,Spicy Battle Extra,45.0,40,40,1550.0,2019-10-13 14:18:59,250.0,2019-10-13 14:18:59,2019-09-30 23:10:24,2019-10-14 09:30:00
India Women vs South Africa Women,Spicy Battle,45.0,40,40,1550.0,2019-10-13 14:17:31,250.0,2019-10-13 14:17:31,2019-09-30 23:10:24,2019-10-14 09:30:00
India Women vs South Africa Women,Extra Cover Mini,32.0,75,75,2150.0,2019-10-13 12:13:31,250.0,2019-10-13 12:13:31,2019-09-30 23:10:24,2019-10-14 09:30:00
India Women vs South Africa Women,Extra Cover,32.0,250,250,6450.0,2019-10-13 16:26:46,1550.0,2019-10-13 16:26:46,2019-09-30 23:10:24,2019-10-14 09:30:00
India Women vs South Africa Women,Hot Cake III,12.0,70,70,975.0,2019-10-13 14:31:26,-135.0,2019-10-13 14:31:26,2019-09-30 23:10:24,2019-10-14 09:30:00
Sydney Sixers Women vs Sydney Thunder Women,Champion's Blast,56.0,250,250,12245.0,2019-10-17 16:07:32,1755.0,2019-10-17 16:07:32,2019-09-30 23:10:24,2019-10-18 14:40:00
Sydney Sixers Women vs Sydney Thunder Women,Hot Cake III,12.0,70,70,975.0,2019-10-17 14:37:59,-135.0,2019-10-17 14:37:59,2019-09-30 23:10:24,2019-10-18 14:40:00
Sydney Sixers Women vs Sydney Thunder Women,Hot Cake II,35.0,40,40,1415.0,2019-10-17 14:37:56,-15.0,2019-10-17 14:37:56,2019-09-30 23:10:24,2019-10-18 14:40:00
Sydney Sixers Women vs Sydney Thunder Women,Hot Cake I,25.0,12,12,325.0,2019-10-17 14:37:49,-25.0,2019-10-17 14:37:49,2019-09-30 23:10:24,2019-10-18 14:40:00
Sydney Sixers Women vs Sydney Thunder Women,Boundary Hawl,49.0,55,55,2280.0,2019-10-17 22:28:07,415.0,2019-10-17 22:28:07,2019-09-30 23:10:24,2019-10-18 14:40:00
Sydney Sixers Women vs Sydney Thunder Women,Spicy Battle Extra,45.0,40,40,1550.0,2019-10-17 14:21:32,250.0,2019-10-17 14:21:32,2019-09-30 23:10:24,2019-10-18 14:40:00
Sydney Sixers Women vs Sydney Thunder Women,Spipcy Battle,45.0,40,40,1550.0,2019-10-17 14:19:32,250.0,2019-10-17 14:19:32,2019-09-30 23:10:24,2019-10-18 14:40:00
Sydney Sixers Women vs Sydney Thunder Women,Grab the Piece,10.0,514,750,2900.0,2019-10-16 16:48:21,2240.0,2019-10-16 16:48:21,2019-09-30 23:10:24,2019-10-18 14:40:00
Sydney Sixers Women vs Sydney Thunder Women,Mega Contest,15.0,614,750,9010.0,2019-10-16 16:43:27,200.0,2019-10-16 16:43:27,2019-09-30 23:10:24,2019-10-18 14:40:00
Adelaide Strikers Women vs Melbourne Renegades Women,Spicy Battle Extra,45.0,40,40,1550.0,2019-10-18 14:16:33,250.0,2019-10-18 14:16:33,2019-09-30 23:10:24,2019-10-19 09:30:00
Adelaide Strikers Women vs Melbourne Renegades Women,Champion's Blast,56.0,235,250,12245.0,2019-10-18 16:21:46,915.0,2019-10-18 16:21:46,2019-09-30 23:10:24,2019-10-19 09:30:00
Adelaide Strikers Women vs Melbourne Renegades Women,Spicy Battle,45.0,40,40,1550.0,2019-10-18 14:16:23,250.0,2019-10-18 14:16:23,2019-09-30 23:10:24,2019-10-19 09:30:00
Adelaide Strikers Women vs Melbourne Renegades Women,Hot Cake III,12.0,70,70,975.0,2019-10-18 14:29:21,-135.0,2019-10-18 14:29:21,2019-09-30 23:10:24,2019-10-19 09:30:00
Adelaide Strikers Women vs Melbourne Renegades Women,Hot Cake II,35.0,40,40,1415.0,2019-10-18 14:29:14,-15.0,2019-10-18 14:29:14,2019-09-30 23:10:24,2019-10-19 09:30:00
Adelaide Strikers Women vs Melbourne Renegades Women,Hot Cake I,25.0,12,12,325.0,2019-10-18 14:29:09,-25.0,2019-10-18 14:29:09,2019-09-30 23:10:24,2019-10-19 09:30:00
Adelaide Strikers Women vs Melbourne Renegades Women,Grab The Piece,10.0,320,750,2900.0,2019-10-17 22:11:51,300.0,2019-10-17 22:11:51,2019-09-30 23:10:24,2019-10-19 09:30:00
Adelaide Strikers Women vs Melbourne Renegades Women,Mega Contest,15.0,421,750,9010.0,2019-10-17 22:11:47,-2695.0,2019-10-17 22:11:47,2019-09-30 23:10:24,2019-10-19 09:30:00
India vs South Africa,Royal Battle,90.0,99,99,8200.0,2019-10-18 14:16:41,710.0,2019-10-18 14:16:41,2019-09-30 23:10:24,2019-10-19 10:00:00
India vs South Africa,Grab The Piece,10.0,576,1200,4100.0,2019-10-17 22:18:00,1660.0,2019-10-17 22:18:00,2019-09-30 23:10:24,2019-10-19 10:00:00
India vs South Africa,Mega Contest,20.0,587,600,9525.0,2019-10-17 22:17:55,2215.0,2019-10-17 22:17:55,2019-09-30 23:10:24,2019-10-19 10:00:00
Sydney Sixers Women vs Brisbane Heat Women,Spicy Battle,45.0,40,40,1550.0,2019-10-18 14:22:37,250.0,2019-10-18 14:22:37,2019-09-30 23:10:24,2019-10-19 14:10:00
Sydney Sixers Women vs Brisbane Heat Women,Champions Blast,56.0,250,250,12245.0,2019-10-18 16:21:49,1755.0,2019-10-18 16:21:49,2019-09-30 23:10:24,2019-10-19 14:10:00
Sydney Sixers Women vs Brisbane Heat Women,Hot Cake III,12.0,70,70,975.0,2019-10-18 14:30:04,-135.0,2019-10-18 14:30:04,2019-09-30 23:10:24,2019-10-19 14:10:00
Sydney Sixers Women vs Brisbane Heat Women,Hot Cake II,35.0,40,40,1415.0,2019-10-18 14:29:56,-15.0,2019-10-18 14:29:56,2019-09-30 23:10:24,2019-10-19 14:10:00
Sydney Sixers Women vs Brisbane Heat Women,Grab The Piece,10.0,322,750,2900.0,2019-10-17 22:23:16,320.0,2019-10-17 22:23:16,2019-09-30 23:10:24,2019-10-19 14:10:00
Sydney Sixers Women vs Brisbane Heat Women,Hot Cake I,25.0,13,13,360.0,2019-10-18 14:29:44,-35.0,2019-10-18 14:29:44,2019-09-30 23:10:24,2019-10-19 14:10:00
Sydney Sixers Women vs Brisbane Heat Women,Mega Contest,15.0,455,750,9010.0,2019-10-17 22:23:12,-2185.0,2019-10-17 22:23:12,2019-09-30 23:10:24,2019-10-19 14:10:00
