matchName,name,tAmount,seatFill,tCapacity,winAmount,cPublishTime,profit,created,matchPTime,realMTime
New Zealand vs Bangladesh,Mega Contest,20.0,54,300,2000.0,2019-02-14 19:38:33,-920.0,2019-02-14 19:38:33,2019-02-14 17:09:35,2019-02-16 04:00:00
Islamabad United vs Multan Sultans,Mega Contest,20.0,30,300,550.0,2019-02-14 19:40:04,50.0,2019-02-14 19:40:04,2019-02-14 17:09:35,2019-02-16 17:30:00
Lahore Qalandars vs Karachi Kings,Mega Contest,20.0,30,300,550.0,2019-02-14 19:42:14,50.0,2019-02-14 19:42:14,2019-02-14 17:09:35,2019-02-16 22:00:00
Islamabad United vs Quetta Gladiators,Mega Contest,20.0,33,300,550.0,2019-02-16 16:53:01,110.0,2019-02-16 16:53:01,2019-02-14 17:09:35,2019-02-17 17:30:00
Peshawar Zalmi vs Lahore Qalandars,Mega Contest,20.0,28,300,550.0,2019-02-16 16:57:44,10.0,2019-02-16 16:57:44,2019-02-14 17:09:35,2019-02-17 22:00:00
New Zealand vs Bangladesh,Mega Contest,20.0,117,300,2000.0,2019-02-17 17:58:46,340.0,2019-02-17 17:58:46,2019-02-14 17:09:35,2019-02-20 04:00:00
West Indies vs England,Mega Contest,15.0,82,300,1000.0,2019-02-18 18:21:00,230.0,2019-02-18 18:21:00,2019-02-14 17:09:35,2019-02-20 21:00:00
Multan Sultans vs Quetta Gladiators,Mega Contest,10.0,29,300,550.0,2019-02-19 13:32:21,-260.0,2019-02-19 13:32:21,2019-02-14 17:09:35,2019-02-20 22:00:00
Peshawar Zalmi vs Karachi Kings,Mega Contest,10.0,49,300,550.0,2019-02-20 15:01:19,-60.0,2019-02-20 15:01:19,2019-02-14 17:09:35,2019-02-21 22:00:00
Lahore Qalandars vs Multan Sultans,Mega Contest,10.0,32,300,550.0,2019-02-21 12:18:49,-230.0,2019-02-21 12:18:49,2019-02-14 17:09:35,2019-02-22 17:30:00
West Indies vs England,Mega Contest,15.0,55,300,1000.0,2019-02-21 12:23:32,-175.0,2019-02-21 12:23:32,2019-02-14 17:09:35,2019-02-22 21:00:00
Islamabad United vs Peshawar Zalmi,Mega Contest,10.0,21,300,550.0,2019-02-21 12:27:30,-340.0,2019-02-21 12:27:30,2019-02-14 17:09:35,2019-02-22 22:00:00
Quetta Gladiators vs Lahore Qalandars,Mega Contest,10.0,27,300,550.0,2019-02-22 16:11:47,-280.0,2019-02-22 16:11:47,2019-02-14 17:09:35,2019-02-23 17:30:00
Islamabad United vs Karachi Kings,Mega Contest,10.0,23,300,550.0,2019-02-22 16:14:31,-320.0,2019-02-22 16:14:31,2019-02-14 17:09:35,2019-02-23 22:00:00
India vs Australia,Mega Contest,20.0,76,300,2500.0,2019-02-22 16:39:41,-980.0,2019-02-22 16:39:41,2019-02-14 17:09:35,2019-02-24 19:30:00
West Indies vs England,Mega Contest,15.0,52,300,1000.0,2019-02-23 22:53:08,-220.0,2019-02-23 22:53:08,2019-02-14 17:09:35,2019-02-25 19:30:00
Islamabad United vs Multan Sultans,Mega Contest,10.0,42,300,550.0,2019-02-23 22:58:20,-130.0,2019-02-23 22:58:20,2019-02-14 17:09:35,2019-02-26 22:00:00
West Indies vs England,Mega Contest,15.0,45,300,1000.0,2019-02-25 14:46:07,-325.0,2019-02-25 14:46:07,2019-02-14 17:09:35,2019-02-27 19:30:00
India vs Australia,Mega Contest,20.0,57,300,2500.0,2019-02-25 14:54:24,-1360.0,2019-02-25 14:54:24,2019-02-14 17:09:35,2019-02-27 19:30:00
Multan Sultans vs Peshawar Zalmi,Mega Contest,10.0,28,300,550.0,2019-02-27 13:57:44,-270.0,2019-02-27 13:57:44,2019-02-14 17:09:35,2019-02-28 17:30:00
Karachi Kings vs Lahore Qalandars,Mega Contest,10.0,35,300,550.0,2019-02-27 14:16:06,-200.0,2019-02-27 14:16:06,2019-02-14 17:09:35,2019-02-28 22:00:00
Peshawar Zalmi vs Islamabad United,Mega Contest,10.0,29,300,550.0,2019-02-28 16:23:37,-260.0,2019-02-28 16:23:37,2019-02-28 15:21:15,2019-03-01 17:30:00
India vs Australia,Mega Contest,20.0,44,300,2500.0,2019-03-01 14:54:58,-1620.0,2019-03-01 14:54:58,2019-02-28 15:21:15,2019-03-02 14:00:00
West Indies vs England,Mega Contest,15.0,41,300,1000.0,2019-03-01 15:18:48,-385.0,2019-03-01 15:18:48,2019-02-28 15:21:15,2019-03-02 21:00:00
South Africa vs Sri Lanka,Mega Contest,20.0,36,300,1500.0,2019-03-02 15:49:07,-780.0,2019-03-02 15:49:07,2019-02-28 15:21:15,2019-03-03 14:00:00
Quetta Gladiators vs Peshawar Zalmi,Mega Contest,10.0,39,300,550.0,2019-03-02 16:00:49,-160.0,2019-03-02 16:00:49,2019-02-28 15:21:15,2019-03-04 17:30:00
Karachi Kings vs Multan Sultans,Mega Contest,10.0,31,300,550.0,2019-03-02 16:04:23,-240.0,2019-03-02 16:04:23,2019-02-28 15:21:15,2019-03-04 22:00:00
India vs Australia,Mega Contest,20.0,60,300,2000.0,2019-03-03 16:43:48,-800.0,2019-03-03 16:43:48,2019-02-28 15:21:15,2019-03-05 14:00:00
Quetta Gladiators vs Islamabad United,Mega Contest,10.0,24,300,550.0,2019-03-03 17:06:57,-310.0,2019-03-03 17:06:57,2019-02-28 15:21:15,2019-03-05 22:00:00
West Indies vs England,Mega Contest,15.0,56,300,1000.0,2019-03-04 13:39:42,-160.0,2019-03-04 13:39:42,2019-02-28 15:21:15,2019-03-06 02:00:00
South Africa vs Sri Lanka,Mega Contest,20.0,41,300,1500.0,2019-03-04 13:47:22,-680.0,2019-03-04 13:47:22,2019-02-28 15:21:15,2019-03-06 17:00:00
Karachi Kings vs Peshawar Zalmi,Mega Contest,10.0,26,300,550.0,2019-03-05 14:13:15,-290.0,2019-03-05 14:13:15,2019-02-28 15:21:15,2019-03-07 20:00:00
India vs Australia,Mega Contest,20.0,50,300,2000.0,2019-03-06 13:07:24,-1000.0,2019-03-06 13:07:24,2019-02-28 15:21:15,2019-03-08 14:00:00
West Indies vs England,Mega Contest,15.0,48,300,1000.0,2019-03-06 13:14:23,-280.0,2019-03-06 13:14:23,2019-02-28 15:21:15,2019-03-09 02:00:00
Lahore Qalandars vs Islamabad United,Mega Contest,10.0,36,300,500.0,2019-03-07 01:11:04,-140.0,2019-03-07 01:11:04,2019-02-28 15:21:15,2019-03-09 20:00:00
South Africa vs Sri Lanka,Mega Contest,20.0,36,300,1500.0,2019-03-08 11:45:26,-780.0,2019-03-08 11:45:26,2019-02-28 15:21:15,2019-03-10 14:00:00
India vs Australia,Mega Contest,20.0,40,300,2000.0,2019-03-08 11:54:17,-1200.0,2019-03-08 11:54:17,2019-02-28 15:21:15,2019-03-10 14:00:00
West Indies vs England,Mega Contest,15.0,43,300,1000.0,2019-03-09 13:08:41,-355.0,2019-03-09 13:08:41,2019-02-28 15:21:15,2019-03-11 02:00:00
India vs Australia,Grab The Piece,10.0,60,300,500.0,2019-03-11 01:56:09,100.0,2019-03-11 01:56:09,2019-02-28 15:21:15,2019-03-13 14:00:00
India vs Australia,Mega Contest,20.0,73,300,2000.0,2019-03-10 17:06:07,-540.0,2019-03-10 17:06:07,2019-02-28 15:21:15,2019-03-13 14:00:00
South Africa vs Sri Lanka,Mega Contest,20.0,34,300,1500.0,2019-03-10 17:12:08,-820.0,2019-03-10 17:12:08,2019-02-28 15:21:15,2019-03-13 17:00:00
South Africa vs Sri Lanka,Mega Contest,20.0,80,300,1500.0,2019-03-14 01:37:13,100.0,2019-03-14 01:37:13,2019-02-28 15:21:15,2019-03-16 17:00:00
South Africa vs Sri Lanka,Mega Contest,20.0,78,300,1500.0,2019-03-17 02:57:35,60.0,2019-03-17 02:57:35,2019-02-28 15:21:15,2019-03-19 22:00:00
Pakistan vs Australia,Grab The Piece,10.0,57,300,500.0,2019-03-19 22:44:20,70.0,2019-03-19 22:44:20,2019-02-28 15:21:15,2019-03-22 17:00:00
Pakistan vs Australia,Mega Contest,20.0,53,300,1500.0,2019-03-19 22:29:47,-440.0,2019-03-19 22:29:47,2019-02-28 15:21:15,2019-03-22 17:00:00
South Africa vs Sri Lanka,Mega Contest,20.0,42,300,1500.0,2019-03-20 14:20:11,-660.0,2019-03-20 14:20:11,2019-02-28 15:21:15,2019-03-22 22:00:00
Chennai Super Kings vs Royal Challengers Bangalore,Mega Contest,20.0,68,300,1500.0,2019-03-21 16:27:46,-140.0,2019-03-21 16:27:46,2019-02-28 15:21:15,2019-03-23 20:30:00
Kolkata Knight Riders vs Sunrisers Hyderabad,Mega Contest,20.0,64,300,1500.0,2019-03-23 02:53:06,-220.0,2019-03-23 02:53:06,2019-02-28 15:21:15,2019-03-24 16:30:00
Pakistan vs Australia,Mega Contest,10.0,59,300,800.0,2019-03-23 03:00:06,-210.0,2019-03-23 03:00:06,2019-02-28 15:21:15,2019-03-24 17:00:00
South Africa vs Sri Lanka,Mega Contest,10.0,55,300,800.0,2019-03-23 03:03:45,-250.0,2019-03-23 03:03:45,2019-02-28 15:21:15,2019-03-24 18:30:00
Mumbai Indians vs Delhi Capitals,Mega Contest,20.0,36,300,1500.0,2019-03-23 03:07:58,-780.0,2019-03-23 03:07:58,2019-02-28 15:21:15,2019-03-24 20:30:00
Rajasthan Royals vs Kings XI Punjab,Grab The Piece,10.0,49,300,500.0,2019-03-24 18:33:44,-10.0,2019-03-24 18:33:44,2019-02-28 15:21:15,2019-03-25 20:30:00
Rajasthan Royals vs Kings XI Punjab,Mega Contest,20.0,55,300,1500.0,2019-03-24 18:32:36,-400.0,2019-03-24 18:32:36,2019-02-28 15:21:15,2019-03-25 20:30:00
Delhi Capitals vs Chennai Super Kings,Grab The Piece,10.0,37,300,500.0,2019-03-25 11:48:05,-130.0,2019-03-25 11:48:05,2019-02-28 15:21:15,2019-03-26 20:30:00
Delhi Capitals vs Chennai Super Kings,Mega Contest,20.0,44,300,1500.0,2019-03-25 11:47:14,-620.0,2019-03-25 11:47:14,2019-02-28 15:21:15,2019-03-26 20:30:00
Pakistan vs Australia,Mega Contest,20.0,41,300,1500.0,2019-03-26 01:34:14,-680.0,2019-03-26 01:34:14,2019-02-28 15:21:15,2019-03-27 17:00:00
Kolkata Knight Riders vs Kings XI Punjab,Grab The Piece,10.0,40,300,500.0,2019-03-26 01:51:22,-100.0,2019-03-26 01:51:22,2019-02-28 15:21:15,2019-03-27 20:30:00
Kolkata Knight Riders vs Kings XI Punjab,Mega Contest,20.0,52,300,1500.0,2019-03-26 01:50:33,-460.0,2019-03-26 01:50:33,2019-02-28 15:21:15,2019-03-27 20:30:00
Royal Challengers Bangalore vs Mumbai Indians,Mega Contest,20.0,41,300,1500.0,2019-03-27 12:33:10,-680.0,2019-03-27 12:33:10,2019-02-28 15:21:15,2019-03-28 20:30:00
Royal Challengers Bangalore vs Mumbai Indians,Grab The Piece,10.0,43,300,500.0,2019-03-27 12:34:00,-70.0,2019-03-27 12:34:00,2019-02-28 15:21:15,2019-03-28 20:30:00
Pakistan vs Australia,Mega Contest,10.0,54,300,1000.0,2019-03-28 02:12:37,-460.0,2019-03-28 02:12:37,2019-02-28 15:21:15,2019-03-29 17:00:00
Sunrisers Hyderabad vs Rajasthan Royals,Mega Contest,10.0,63,300,1000.0,2019-03-28 02:16:04,-370.0,2019-03-28 02:16:04,2019-02-28 15:21:15,2019-03-29 20:30:00
Kings XI Punjab vs Mumbai Indians,Mega Contest,10.0,60,300,1000.0,2019-03-29 01:57:30,-400.0,2019-03-29 01:57:30,2019-02-28 15:21:15,2019-03-30 16:30:00
Delhi Capitals vs Kolkata Knight Riders,Mega Contest,10.0,53,300,1000.0,2019-03-29 02:01:45,-470.0,2019-03-29 02:01:45,2019-02-28 15:21:15,2019-03-30 20:30:00
Sunrisers Hyderabad vs Royal Challengers Bangalore,Mega Contest,10.0,57,300,1000.0,2019-03-30 03:09:59,-430.0,2019-03-30 03:09:59,2019-02-28 15:21:15,2019-03-31 16:30:00
Pakistan vs Australia,Mega Contest,10.0,41,300,1000.0,2019-03-30 12:16:46,-590.0,2019-03-30 12:16:46,2019-02-28 15:21:15,2019-03-31 17:00:00
Chennai Super Kings vs Rajasthan Royals,Mega Contest,10.0,51,300,1000.0,2019-03-30 12:20:31,-490.0,2019-03-30 12:20:31,2019-02-28 15:21:15,2019-03-31 20:30:00
Karachi Kings vs Peshawar Zalmi,Mega Contest,10.0,32,300,500.0,2019-03-10 17:00:02,-180.0,2019-03-10 17:00:02,2019-03-07 16:18:42,2019-03-11 20:00:00
Islamabad United vs Karachi Kings,Mega Contest,10.0,52,300,500.0,2019-03-12 15:22:27,20.0,2019-03-12 15:22:27,2019-03-12 12:14:19,2019-03-14 20:00:00
Peshawar Zalmi vs Islamabad United,Mega Contest,10.0,43,300,500.0,2019-03-15 01:14:53,-70.0,2019-03-15 01:14:53,2019-03-14 23:53:06,2019-03-15 20:00:00
Quetta Gladiators vs Peshawar Zalmi,Mega Contest,10.0,78,300,500.0,2019-03-16 02:00:48,280.0,2019-03-16 02:00:48,2019-03-16 00:34:58,2019-03-17 21:00:00
Kings XI Punjab vs Delhi Capitals,Grab The Piece,10.0,59,300,750.0,2019-03-31 21:09:20,-160.0,2019-03-31 21:09:20,2019-03-31 16:50:50,2019-04-01 20:30:00
Kings XI Punjab vs Delhi Capitals,Mega Contest,15.0,59,300,1250.0,2019-03-31 21:08:17,-365.0,2019-03-31 21:08:17,2019-03-31 16:50:50,2019-04-01 20:30:00
Rajasthan Royals vs Royal Challengers Bangalore,Mega Contest,15.0,59,300,1250.0,2019-04-01 11:42:41,-365.0,2019-04-01 11:42:41,2019-03-31 16:50:50,2019-04-02 20:30:00
Rajasthan Royals vs Royal Challengers Bangalore,Grab The Piece,10.0,59,300,750.0,2019-04-01 11:44:26,-160.0,2019-04-01 11:44:26,2019-03-31 16:50:50,2019-04-02 20:30:00
Mumbai Indians vs Chennai Super Kings,Grab The Piece,10.0,62,300,750.0,2019-04-02 02:58:21,-130.0,2019-04-02 02:58:21,2019-03-31 16:50:50,2019-04-03 20:30:00
Mumbai Indians vs Chennai Super Kings,Mega Contest,15.0,54,300,1250.0,2019-04-02 02:57:21,-440.0,2019-04-02 02:57:21,2019-03-31 16:50:50,2019-04-03 20:30:00
Delhi Capitals vs Sunrisers Hyderabad,Grab The Piece,10.0,62,300,750.0,2019-04-03 01:42:12,-130.0,2019-04-03 01:42:12,2019-03-31 16:50:50,2019-04-04 20:30:00
Delhi Capitals vs Sunrisers Hyderabad,Mega Contest,15.0,64,300,1250.0,2019-04-03 01:41:19,-290.0,2019-04-03 01:41:19,2019-03-31 16:50:50,2019-04-04 20:30:00
Royal Challengers Bangalore vs Kolkata Knight Riders,Grab The Piece,10.0,61,300,750.0,2019-04-03 21:23:18,-140.0,2019-04-03 21:23:18,2019-03-31 16:50:50,2019-04-05 20:30:00
Royal Challengers Bangalore vs Kolkata Knight Riders,Mega Contest,15.0,62,300,1250.0,2019-04-03 21:22:29,-320.0,2019-04-03 21:22:29,2019-03-31 16:50:50,2019-04-05 20:30:00
Chennai Super Kings vs Kings XI Punjab,Grab The Piece,10.0,47,300,750.0,2019-04-04 21:06:36,-280.0,2019-04-04 21:06:36,2019-03-31 16:50:50,2019-04-06 16:30:00
Chennai Super Kings vs Kings XI Punjab,Mega Contest,15.0,46,300,1250.0,2019-04-04 21:05:08,-560.0,2019-04-04 21:05:08,2019-03-31 16:50:50,2019-04-06 16:30:00
Sunrisers Hyderabad vs Mumbai Indians,Grab The Piece,10.0,55,300,750.0,2019-04-05 05:24:20,-200.0,2019-04-05 05:24:20,2019-03-31 16:50:50,2019-04-06 20:30:00
Sunrisers Hyderabad vs Mumbai Indians,Mega Contest,15.0,46,300,1250.0,2019-04-05 05:23:08,-560.0,2019-04-05 05:23:08,2019-03-31 16:50:50,2019-04-06 20:30:00
Royal Challengers Bangalore vs Delhi Capitals,Grab The Piece,10.0,46,300,750.0,2019-04-06 13:52:52,-290.0,2019-04-06 13:52:52,2019-03-31 16:50:50,2019-04-07 16:30:00
Royal Challengers Bangalore vs Delhi Capitals,Mega Contest,15.0,42,300,1250.0,2019-04-06 13:51:41,-620.0,2019-04-06 13:51:41,2019-03-31 16:50:50,2019-04-07 16:30:00
Rajasthan Royals vs Kolkata Knight Riders,Grab The Piece,10.0,59,300,750.0,2019-04-06 13:57:58,-160.0,2019-04-06 13:57:58,2019-03-31 16:50:50,2019-04-07 20:30:00
Rajasthan Royals vs Kolkata Knight Riders,Mega Contest,15.0,57,300,1250.0,2019-04-06 13:57:05,-395.0,2019-04-06 13:57:05,2019-03-31 16:50:50,2019-04-07 20:30:00
Kings XI Punjab vs Sunrisers Hyderabad,Grab The Piece,10.0,59,300,750.0,2019-04-07 02:38:51,-160.0,2019-04-07 02:38:51,2019-03-31 16:50:50,2019-04-08 20:30:00
Kings XI Punjab vs Sunrisers Hyderabad,Mega Contest,15.0,52,300,1250.0,2019-04-07 02:38:03,-470.0,2019-04-07 02:38:03,2019-03-31 16:50:50,2019-04-08 20:30:00
Chennai Super Kings vs Kolkata Knight Riders,Grab The Piece,10.0,62,300,750.0,2019-04-08 02:05:19,-130.0,2019-04-08 02:05:19,2019-03-31 16:50:50,2019-04-09 20:30:00
Chennai Super Kings vs Kolkata Knight Riders,Mega Contest,15.0,54,300,1250.0,2019-04-08 02:04:12,-440.0,2019-04-08 02:04:12,2019-03-31 16:50:50,2019-04-09 20:30:00
Mumbai Indians vs Kings XI Punjab,Grab The Piece,10.0,73,300,750.0,2019-04-09 02:33:57,-20.0,2019-04-09 02:33:57,2019-03-31 16:50:50,2019-04-10 20:30:00
Mumbai Indians vs Kings XI Punjab,Mega Contest,15.0,66,300,1250.0,2019-04-09 02:33:04,-260.0,2019-04-09 02:33:04,2019-03-31 16:50:50,2019-04-10 20:30:00
Rajasthan Royals vs Chennai Super Kings,Grab The Piece,10.0,67,300,750.0,2019-04-10 02:20:45,-80.0,2019-04-10 02:20:45,2019-03-31 16:50:50,2019-04-11 20:30:00
Rajasthan Royals vs Chennai Super Kings,Mega Contest,15.0,65,300,1250.0,2019-04-10 02:19:59,-275.0,2019-04-10 02:19:59,2019-03-31 16:50:50,2019-04-11 20:30:00
Kolkata Knight Riders vs Delhi Capitals,Grab The Piece,10.0,72,300,750.0,2019-04-11 03:01:21,-30.0,2019-04-11 03:01:21,2019-03-31 16:50:50,2019-04-12 20:30:00
Kolkata Knight Riders vs Delhi Capitals,Mega Contest,15.0,61,300,1250.0,2019-04-11 03:00:40,-335.0,2019-04-11 03:00:40,2019-03-31 16:50:50,2019-04-12 20:30:00
Mumbai Indians vs Rajasthan Royals,Grab The Piece,10.0,79,300,750.0,2019-04-12 03:01:23,40.0,2019-04-12 03:01:23,2019-03-31 16:50:50,2019-04-13 16:30:00
Mumbai Indians vs Rajasthan Royals,Mega Contest,15.0,83,300,1250.0,2019-04-12 03:00:36,-5.0,2019-04-12 03:00:36,2019-03-31 16:50:50,2019-04-13 16:30:00
Kings XI Punjab vs Royal Challengers Bangalore,Mega Contest,15.0,74,300,1250.0,2019-04-12 03:05:21,-140.0,2019-04-12 03:05:21,2019-03-31 16:50:50,2019-04-13 20:30:00
Kings XI Punjab vs Royal Challengers Bangalore,Grab The Piece,10.0,73,300,750.0,2019-04-12 03:06:05,-20.0,2019-04-12 03:06:05,2019-03-31 16:50:50,2019-04-13 20:30:00
Kolkata Knight Riders vs Chennai Super Kings,Mega Contest,0.0,392,500,2500.0,2019-04-13 02:41:54,-2500.0,2019-04-13 02:41:54,2019-03-31 16:50:50,2019-04-14 16:30:00
Sunrisers Hyderabad vs Delhi Capitals,Mega Contest,0.0,400,550,2500.0,2019-04-13 02:46:55,-2500.0,2019-04-13 02:46:55,2019-03-31 16:50:50,2019-04-14 20:30:00
Mumbai Indians vs Royal Challengers Bangalore,Grab The Piece,10.0,130,300,750.0,2019-04-14 02:52:42,550.0,2019-04-14 02:52:42,2019-03-31 16:50:50,2019-04-15 20:30:00
Mumbai Indians vs Royal Challengers Bangalore,Mega Contest,15.0,141,300,1250.0,2019-04-14 02:51:51,865.0,2019-04-14 02:51:51,2019-03-31 16:50:50,2019-04-15 20:30:00
Kings XI Punjab vs Rajasthan Royals,Mega Contest,15.0,138,300,1250.0,2019-04-15 02:31:40,820.0,2019-04-15 02:31:40,2019-03-31 16:50:50,2019-04-16 20:30:00
Kings XI Punjab vs Rajasthan Royals,Grab The Piece,10.0,120,300,750.0,2019-04-15 02:33:24,450.0,2019-04-15 02:33:24,2019-03-31 16:50:50,2019-04-16 20:30:00
Sunrisers Hyderabad vs Chennai Super Kings,Grab The Piece,10.0,88,300,750.0,2019-04-16 03:12:02,130.0,2019-04-16 03:12:02,2019-03-31 16:50:50,2019-04-17 20:30:00
Sunrisers Hyderabad vs Chennai Super Kings,Mega Contest,15.0,89,300,1250.0,2019-04-16 03:11:18,85.0,2019-04-16 03:11:18,2019-03-31 16:50:50,2019-04-17 20:30:00
Delhi Capitals vs Mumbai Indians,Grab The Piece,10.0,78,300,750.0,2019-04-17 02:05:38,30.0,2019-04-17 02:05:38,2019-03-31 16:50:50,2019-04-18 20:30:00
Delhi Capitals vs Mumbai Indians,Mega Contest,15.0,91,300,1250.0,2019-04-17 02:04:56,115.0,2019-04-17 02:04:56,2019-03-31 16:50:50,2019-04-18 20:30:00
Kolkata Knight Riders vs Royal Challengers Bangalore,Grab The Piece,10.0,88,300,750.0,2019-04-18 02:02:48,130.0,2019-04-18 02:02:48,2019-03-31 16:50:50,2019-04-19 20:30:00
Kolkata Knight Riders vs Royal Challengers Bangalore,Mega Contest,15.0,89,300,1250.0,2019-04-18 02:01:55,85.0,2019-04-18 02:01:55,2019-03-31 16:50:50,2019-04-19 20:30:00
Rajasthan Royals vs Mumbai Indians,Grab The Piece,10.0,86,300,750.0,2019-04-19 02:48:02,110.0,2019-04-19 02:48:02,2019-03-31 16:50:50,2019-04-20 16:30:00
Rajasthan Royals vs Mumbai Indians,Mega Contest,15.0,75,300,1500.0,2019-04-19 02:47:13,-375.0,2019-04-19 02:47:13,2019-03-31 16:50:50,2019-04-20 16:30:00
Delhi Capitals vs Kings XI Punjab,Grab The Piece,10.0,76,300,750.0,2019-04-19 02:54:45,10.0,2019-04-19 02:54:45,2019-03-31 16:50:50,2019-04-20 20:30:00
Delhi Capitals vs Kings XI Punjab,Mega Contest,15.0,70,300,1500.0,2019-04-19 02:54:06,-450.0,2019-04-19 02:54:06,2019-03-31 16:50:50,2019-04-20 20:30:00
Sunrisers Hyderabad vs Kolkata Knight Riders,Grab The Piece,10.0,79,300,750.0,2019-04-20 02:54:26,40.0,2019-04-20 02:54:26,2019-03-31 16:50:50,2019-04-21 16:30:00
Sunrisers Hyderabad vs Kolkata Knight Riders,Mega Contest,15.0,73,300,1500.0,2019-04-20 02:53:38,-405.0,2019-04-20 02:53:38,2019-03-31 16:50:50,2019-04-21 16:30:00
Royal Challengers Bangalore vs Chennai Super Kings,Grab The Piece,10.0,49,300,750.0,2019-04-20 14:02:24,-260.0,2019-04-20 14:02:24,2019-03-31 16:50:50,2019-04-21 20:30:00
Royal Challengers Bangalore vs Chennai Super Kings,Mega Contest,15.0,52,300,1500.0,2019-04-20 14:01:39,-720.0,2019-04-20 14:01:39,2019-03-31 16:50:50,2019-04-21 20:30:00
Rajasthan Royals vs Delhi Capitals,Grab The Piece,10.0,60,300,750.0,2019-04-21 03:11:53,-150.0,2019-04-21 03:11:53,2019-03-31 16:50:50,2019-04-22 20:30:00
Rajasthan Royals vs Delhi Capitals,Mega Contest,15.0,77,300,1500.0,2019-04-21 03:11:09,-345.0,2019-04-21 03:11:09,2019-03-31 16:50:50,2019-04-22 20:30:00
Chennai Super Kings vs Sunrisers Hyderabad,Grab The Piece,10.0,77,300,750.0,2019-04-22 02:38:07,20.0,2019-04-22 02:38:07,2019-03-31 16:50:50,2019-04-23 20:30:00
Chennai Super Kings vs Sunrisers Hyderabad,Mega Contest,15.0,92,300,1500.0,2019-04-22 02:37:25,-120.0,2019-04-22 02:37:25,2019-03-31 16:50:50,2019-04-23 20:30:00
Royal Challengers Bangalore vs Kings XI Punjab,Grab The Piece,10.0,78,300,750.0,2019-04-23 02:44:31,30.0,2019-04-23 02:44:31,2019-03-31 16:50:50,2019-04-24 20:30:00
Royal Challengers Bangalore vs Kings XI Punjab,Mega Contest,15.0,89,300,1500.0,2019-04-23 02:43:41,-165.0,2019-04-23 02:43:41,2019-03-31 16:50:50,2019-04-24 20:30:00
Kolkata Knight Riders vs Rajasthan Royals,Grab The Piece,10.0,71,300,750.0,2019-04-24 02:45:53,-40.0,2019-04-24 02:45:53,2019-03-31 16:50:50,2019-04-25 20:30:00
Kolkata Knight Riders vs Rajasthan Royals,Mega Contest,15.0,99,300,1500.0,2019-04-24 02:45:11,-15.0,2019-04-24 02:45:11,2019-03-31 16:50:50,2019-04-25 20:30:00
Chennai Super Kings vs Mumbai Indians,Grab The Piece,10.0,70,300,750.0,2019-04-25 02:43:26,-50.0,2019-04-25 02:43:26,2019-03-31 16:50:50,2019-04-26 20:30:00
Chennai Super Kings vs Mumbai Indians,Mega Contest,15.0,76,300,1500.0,2019-04-25 02:42:36,-360.0,2019-04-25 02:42:36,2019-03-31 16:50:50,2019-04-26 20:30:00
Rajasthan Royals vs Sunrisers Hyderabad,Grab The Piece,10.0,80,300,750.0,2019-04-26 02:42:11,50.0,2019-04-26 02:42:11,2019-03-31 16:50:50,2019-04-27 20:30:00
Rajasthan Royals vs Sunrisers Hyderabad,Mega Contest,15.0,105,300,1500.0,2019-04-26 02:41:26,75.0,2019-04-26 02:41:26,2019-03-31 16:50:50,2019-04-27 20:30:00
Delhi Capitals vs Royal Challengers Bangalore,Grab The Piece,10.0,61,300,750.0,2019-04-27 02:11:03,-140.0,2019-04-27 02:11:03,2019-03-31 16:50:50,2019-04-28 16:30:00
Delhi Capitals vs Royal Challengers Bangalore,Mega Contest,15.0,75,300,1500.0,2019-04-27 02:10:22,-375.0,2019-04-27 02:10:22,2019-03-31 16:50:50,2019-04-28 16:30:00
Kolkata Knight Riders vs Mumbai Indians,Grab The Piece,10.0,60,300,750.0,2019-04-27 12:55:30,-150.0,2019-04-27 12:55:30,2019-03-31 16:50:50,2019-04-28 20:30:00
Kolkata Knight Riders vs Mumbai Indians,Mega Contest,15.0,76,300,1500.0,2019-04-27 12:54:38,-360.0,2019-04-27 12:54:38,2019-03-31 16:50:50,2019-04-28 20:30:00
Sunrisers Hyderabad vs Kings XI Punjab,Mega Contest,15.0,86,300,1500.0,2019-04-28 02:17:35,-210.0,2019-04-28 02:17:35,2019-03-31 16:50:50,2019-04-29 20:30:00
Sunrisers Hyderabad vs Kings XI Punjab,Grab The Piece,10.0,78,300,750.0,2019-04-28 02:18:19,30.0,2019-04-28 02:18:19,2019-03-31 16:50:50,2019-04-29 20:30:00
Royal Challengers Bangalore vs Rajasthan Royals,Grab The Piece,10.0,70,300,750.0,2019-04-29 02:25:06,-50.0,2019-04-29 02:25:06,2019-03-31 16:50:50,2019-04-30 20:30:00
Royal Challengers Bangalore vs Rajasthan Royals,Mega Contest,15.0,84,300,1500.0,2019-04-29 02:24:22,-240.0,2019-04-29 02:24:22,2019-03-31 16:50:50,2019-04-30 20:30:00
Chennai Super Kings vs Delhi Capitals,Mega Contest,2.0,300,400,1500.0,2019-05-01 00:04:40,-900.0,2019-05-01 00:04:40,2019-04-30 12:25:38,2019-05-01 20:30:00
Mumbai Indians vs Sunrisers Hyderabad,Grab The Piece,10.0,93,300,750.0,2019-05-01 16:18:36,180.0,2019-05-01 16:18:36,2019-04-30 12:25:38,2019-05-02 20:30:00
